"","V1","V2"
"1","17.0.A","12.4383940289"
"2","17.1.A","9.5822686369"
"3","17.2.A","0.624261050999998"
"4","17.3.A","8.6536440001"
"5","17.4.A","1.4326116223"
"6","17.5.A","2.0848409654"
"7","17.6.A","1.7990710464"
"8","17.7.A","0"
"9","17.8.A","3.2170334905"
"10","17.9.A","6.6463196883"
"11","17.10.A","1.6869661038"
"12","17.11.A","0"
"13","17.12.A","0"
